Colname,VarValue,Clicks,Freq,CTR
app_id,ee1a8dfc,42,58,0.724137931
app_id,44ee0091,41,78,0.525641026
app_id,58fea590,41,86,0.476744186
app_id,0c632852,40,333,0.12012012
app_id,9ac6882b,40,119,0.336134454
app_id,9ae85c23,40,69,0.579710145
app_id,06cfa6da,39,483,0.080745342
app_id,cb06b587,38,748,0.050802139
app_id,0a3b4a58,37,789,0.046894804
app_id,48f4bdf9,37,517,0.071566731
app_id,b28a5164,37,573,0.064572426
app_id,d44c074c,36,3743,0.009617954
app_id,efb67587,35,281,0.12455516
app_id,48ef6336,35,578,0.060553633
app_id,6ce5fef4,35,272,0.128676471
app_id,1779deee,33,3387,0.009743136
app_id,3fa26ac0,33,810,0.040740741
app_id,2c0c4214,32,42,0.761904762
app_id,a4e8d9a8,32,167,0.191616766
app_id,aa59ff45,32,45,0.711111111
app_id,e1c32445,32,62,0.516129032
app_id,fbbccc58,32,272,0.117647059
app_id,42f5fcdb,31,93,0.333333333
app_id,8ca81cbe,31,79,0.392405063
app_id,f176d00a,31,70,0.442857143
app_id,78572dd4,31,299,0.10367893
app_id,336b1c65,30,134,0.223880597
app_id,75ae11c1,30,67,0.447761194
app_id,cf261d5f,30,134,0.223880597
app_id,f92e39bc,30,582,0.051546392
app_id,120a00a5,29,66,0.439393939
app_id,384da3d1,29,282,0.102836879
app_id,89e8c66c,29,38,0.763157895
app_id,cbf5e91d,29,115,0.252173913
app_id,339f2281,28,208,0.134615385
app_id,7466942d,28,221,0.126696833
app_id,a7ae052e,28,232,0.120689655
app_id,cf47e466,28,48,0.583333333
app_id,d1b126bb,28,337,0.083086053
app_id,2b411d2d,27,57,0.473684211
app_id,b7519062,27,61,0.442622951
app_id,73711753,26,64,0.40625
app_id,95190761,26,284,0.091549296
app_id,ebb82ae3,26,399,0.065162907
app_id,06d0179c,26,158,0.164556962
app_id,387bdb33,26,198,0.131313131
app_id,95b5e741,25,853,0.029308324
app_id,9f06e9a1,25,603,0.04145937
app_id,a065fb4f,25,30,0.833333333
app_id,ca52030d,25,63,0.396825397
app_id,d355956b,25,159,0.157232704
app_id,e69a444c,25,564,0.044326241
app_id,2815f500,25,1132,0.022084806
app_id,e3405394,25,177,0.141242938
app_id,17df8af5,24,299,0.080267559
app_id,4fdcf4e6,24,66,0.363636364
app_id,5054e8a9,24,26,0.923076923
app_id,53e41700,24,82,0.292682927
app_id,82cda4e7,24,196,0.12244898
app_id,18f2df53,23,71,0.323943662
app_id,7cab3442,23,46,0.5
app_id,7e7893e6,23,272,0.084558824
app_id,c6ed9835,23,50,0.46
app_id,1a32e234,22,226,0.097345133
app_id,57678e1f,22,99,0.222222222
app_id,615ee83a,22,152,0.144736842
app_id,6b9f4aa8,22,85,0.258823529
app_id,9a033845,22,97,0.226804124
app_id,aaf0fa87,22,596,0.036912752
app_id,baf101ea,22,100,0.22
app_id,c8ad1017,22,296,0.074324324
app_id,c8e0ba97,22,108,0.203703704
app_id,f038ef61,22,45,0.488888889
app_id,f5929c05,22,123,0.178861789
app_id,fe950ed2,22,117,0.188034188
app_id,d1e438f6,21,185,0.113513514
app_id,019f1849,21,318,0.066037736
app_id,13353656,21,260,0.080769231
app_id,1bc30d18,21,273,0.076923077
app_id,2b1d7ea7,21,150,0.14
app_id,431a4ab7,21,131,0.160305344
app_id,5ec4d2d1,21,95,0.221052632
app_id,940023ba,21,106,0.198113208
app_id,95648b59,21,54,0.388888889
app_id,0a237cf9,20,68,0.294117647
app_id,19aaa345,20,117,0.170940171
app_id,42da5b81,20,183,0.109289617
app_id,795a164e,20,136,0.147058824
app_id,8177c724,20,140,0.142857143
app_id,9b9e7ba0,20,184,0.108695652
app_id,a4db51b9,20,748,0.026737968
app_id,b99da644,20,493,0.040567951
app_id,d13161ed,20,34,0.588235294
app_id,f536f5e9,20,65,0.307692308
app_id,3e64aa6c,19,55,0.345454545
app_id,520c08b2,19,172,0.110465116
app_id,6099c54a,19,118,0.161016949
app_id,77571dab,19,173,0.10982659
app_id,9a23aca1,19,129,0.147286822
app_id,9ab2f0f5,19,31,0.612903226
app_id,5e3f096f,19,1340,0.014179104
app_id,1102dafd,18,60,0.3
app_id,2a5a7c9d,18,208,0.086538462
app_id,3d3198ca,18,215,0.08372093
app_id,422da614,18,229,0.07860262
app_id,4a895175,18,54,0.333333333
app_id,59ca80c4,18,27,0.666666667
app_id,5b2f08ec,18,24,0.75
app_id,683a547c,18,80,0.225
app_id,8c249ef8,18,92,0.195652174
app_id,e8937587,18,763,0.023591088
app_id,0eca5c78,17,34,0.5
app_id,1ca0d8a6,17,80,0.2125
app_id,669fc04d,17,246,0.069105691
app_id,71b12b3a,17,40,0.425
app_id,75759a0b,17,141,0.120567376
app_id,bf4d28ff,17,32,0.53125
app_id,170f5944,16,287,0.055749129
app_id,22370da5,16,253,0.063241107
app_id,2a34457c,16,124,0.129032258
app_id,2e402503,16,105,0.152380952
app_id,44c180c6,16,298,0.053691275
app_id,54964296,16,65,0.246153846
app_id,5e6b2eef,16,48,0.333333333
app_id,6415a993,16,246,0.06504065
app_id,6a7bc718,16,293,0.054607509
app_id,755e6b39,16,59,0.271186441
app_id,93def835,16,36,0.444444444
app_id,abc0672e,16,48,0.333333333
app_id,bd4dc570,16,37,0.432432432
app_id,dca38112,16,68,0.235294118
app_id,f1cd0776,16,502,0.03187251
app_id,f4a508c7,16,155,0.103225806
app_id,388d9bfb,15,349,0.042979943
app_id,576ea112,15,111,0.135135135
app_id,75edb3d7,15,44,0.340909091
app_id,793e01a6,15,143,0.104895105
app_id,a079ef6b,15,91,0.164835165
app_id,ad57c77f,15,90,0.166666667
app_id,c6eb993a,15,212,0.070754717
app_id,f565fccc,15,58,0.25862069
app_id,0977ff24,14,645,0.021705426
app_id,19e6e972,14,199,0.070351759
app_id,1c9ce06b,14,105,0.133333333
app_id,27481b8f,14,51,0.274509804
app_id,3d2d59c0,14,110,0.127272727
app_id,43e71b2b,14,41,0.341463415
app_id,7246108e,14,70,0.2
app_id,82a4d1ff,14,23,0.608695652
app_id,84840629,14,62,0.225806452
app_id,9605c1e1,14,68,0.205882353
app_id,c566067f,14,441,0.031746032
app_id,c823f3cc,14,45,0.311111111
app_id,c9c71cd2,14,190,0.073684211
app_id,feb2dcdb,14,129,0.108527132
app_id,0885a933,13,128,0.1015625
app_id,1abbef01,13,68,0.191176471
app_id,1dd31bdd,13,99,0.131313131
app_id,1eb72062,13,78,0.166666667
app_id,2bc6bb64,13,330,0.039393939
app_id,57b26263,13,51,0.254901961
app_id,6103360b,13,141,0.092198582
app_id,80a0f91b,13,143,0.090909091
app_id,8492e36e,13,259,0.05019305
app_id,8b466248,13,37,0.351351351
app_id,a207ad43,13,91,0.142857143
app_id,a2a25b5a,13,474,0.02742616
app_id,a449e84f,13,94,0.138297872
app_id,b0852d3a,13,44,0.295454545
app_id,b8e30d0f,13,95,0.136842105
app_id,bd3d5ae7,13,39,0.333333333
app_id,c0d05ade,13,198,0.065656566
app_id,c51f82bc,13,1200,0.010833333
app_id,c732c8ab,13,129,0.100775194
app_id,c868ee5b,13,401,0.032418953
app_id,0e1429fd,12,27,0.444444444
app_id,1a831649,12,29,0.413793103
app_id,33291962,12,804,0.014925373
app_id,39fb6e33,12,811,0.014796547
app_id,52fcfdb2,12,49,0.244897959
app_id,644cb0b0,12,33,0.363636364
app_id,685ba39f,12,65,0.184615385
app_id,718e4622,12,314,0.038216561
app_id,8bfb92e0,12,200,0.06
app_id,8f547596,12,69,0.173913043
app_id,924cf0f6,12,125,0.096
app_id,96746a6d,12,55,0.218181818
app_id,abfe6080,12,345,0.034782609
app_id,ae99e2d3,12,484,0.024793388
app_id,bd754143,12,19,0.631578947
app_id,c85bdf90,12,77,0.155844156
app_id,e8691eac,12,153,0.078431373
app_id,ebfa3c06,12,37,0.324324324
app_id,ed9357d2,12,135,0.088888889
app_id,f59a9ed7,12,31,0.387096774
app_id,f757bb8f,12,954,0.012578616
app_id,0580a07f,11,66,0.166666667
app_id,2c1fa267,11,19,0.578947368
app_id,2c8f6136,11,38,0.289473684
app_id,322630ea,11,129,0.085271318
app_id,4.68E+07,11,56,0.196428571
app_id,4b94f1c1,11,97,0.113402062
app_id,50b7d906,11,32,0.34375
app_id,5bea6a27,11,139,0.079136691
app_id,5c798ecf,11,18,0.611111111
app_id,64fb3325,11,295,0.037288136
app_id,6bb1e946,11,50,0.22
app_id,8fe6dbee,11,24,0.458333333
app_id,c6e52c21,11,91,0.120879121
app_id,d18b98a6,11,286,0.038461538
app_id,e5565e8b,11,21,0.523809524
app_id,eb4a81b1,11,23,0.47826087
app_id,fc160a49,11,59,0.186440678
app_id,4fa8a7a9,10,68,0.147058824
app_id,53c5dffc,10,88,0.113636364
app_id,5f8a563a,10,33,0.303030303
app_id,75807b96,10,264,0.037878788
app_id,7fd82f88,10,266,0.037593985
app_id,89ae46b8,10,24,0.416666667
app_id,925db399,10,60,0.166666667
app_id,9a08a110,10,65,0.153846154
app_id,b00bf2bf,10,35,0.285714286
app_id,c8df0f16,10,95,0.105263158
app_id,e8966fa6,10,51,0.196078431
app_id,ea6346eb,10,28,0.357142857
app_id,f61dad77,10,53,0.188679245
app_id,1ceffa0f,10,19,0.526315789
app_id,3366d26c,10,144,0.069444444
app_id,cc03c7df,10,30,0.333333333
app_id,55b5aaa9,10,78,0.128205128
app_id,eba6b806,10,342,0.029239766
app_id,9c1a0df5,9,68,0.132352941
app_id,1d64ced5,9,1695,0.005309735
app_id,f4510c5e,9,324,0.027777778
app_id,1f7e3929,9,237,0.037974684
app_id,3ca8346f,9,100,0.09
app_id,4bff89f2,9,50,0.18
app_id,582e6ed7,9,38,0.236842105
app_id,5a8b2345,9,53,0.169811321
app_id,61c0f4dd,9,48,0.1875
app_id,669d2f76,9,331,0.027190332
app_id,6bcecbce,9,520,0.017307692
app_id,92e72531,9,144,0.0625
app_id,a4b427d8,9,59,0.152542373
app_id,b644d275,9,107,0.08411215
app_id,c06b8b05,9,29,0.310344828
app_id,de05bda4,9,240,0.0375
app_id,4dee12e1,9,43,0.209302326
app_id,924db1b0,9,31,0.290322581
app_id,d28831a2,9,31,0.290322581
app_id,18cc504e,9,88,0.102272727
app_id,81533cb6,8,61,0.131147541
app_id,06f8745c,8,230,0.034782609
app_id,45afc6b8,8,28,0.285714286
app_id,75f97157,8,22,0.363636364
app_id,997b15df,8,23,0.347826087
app_id,adf3d844,8,23,0.347826087
app_id,f0ef38bd,8,38,0.210526316
app_id,013d2249,8,39,0.205128205
app_id,0a365d8b,8,43,0.186046512
app_id,1fa4d1c3,8,111,0.072072072
app_id,3fbcdcfd,8,39,0.205128205
app_id,6da1fa83,8,146,0.054794521
app_id,c0c5eb49,8,250,0.032
app_id,d7346abc,8,43,0.186046512
app_id,e39d0e6f,8,21,0.380952381
app_id,ebdd474a,8,49,0.163265306
app_id,ec4ffa92,8,210,0.038095238
app_id,20095092,8,27,0.296296296
app_id,2cc3bd33,8,37,0.216216216
app_id,ad7e3578,8,51,0.156862745
app_id,dc921814,8,41,0.195121951
app_id,e7586f1b,8,24,0.333333333
app_id,2cb4ded5,8,42,0.19047619
app_id,f1f93810,8,73,0.109589041
app_id,b24c9aae,7,439,0.01594533
app_id,003def94,7,24,0.291666667
app_id,09ee80af,7,193,0.03626943
app_id,3759c905,7,19,0.368421053
app_id,3e78d0b5,7,22,0.318181818
app_id,5724e3e1,7,82,0.085365854
app_id,7586c3cd,7,47,0.14893617
app_id,7aa9d0c0,7,50,0.14
app_id,9e051b3f,7,81,0.086419753
app_id,b0302f74,7,199,0.035175879
app_id,b1c87a3a,7,19,0.368421053
app_id,b80746a0,7,161,0.043478261
app_id,c680d3dd,7,261,0.026819923
app_id,cf3923ca,7,72,0.097222222
app_id,db7d6c6a,7,108,0.064814815
app_id,e36e1baa,7,99,0.070707071
app_id,faaafc75,7,88,0.079545455
app_id,10bf9f3b,7,26,0.269230769
app_id,2bc13ef3,7,270,0.025925926
app_id,330d068e,7,27,0.259259259
app_id,41d0aa21,7,259,0.027027027
app_id,42dcacf7,7,185,0.037837838
app_id,4c748806,7,227,0.030837004
app_id,4c8cf668,7,38,0.184210526
app_id,d57df1f3,7,39,0.179487179
app_id,01f2b4d0,6,19,0.315789474
app_id,1cc958a2,6,131,0.045801527
app_id,22018773,6,21,0.285714286
app_id,6ccc1c90,6,22,0.272727273
app_id,79c79f89,6,26,0.230769231
app_id,7a674f54,6,21,0.285714286
app_id,9c0a0263,6,33,0.181818182
app_id,ee42017a,6,33,0.181818182
app_id,fce64fd5,6,19,0.315789474
app_id,05cd8b03,6,74,0.081081081
app_id,2dafc7e1,6,32,0.1875
app_id,2f8c9a7a,6,79,0.075949367
app_id,3047274a,6,20,0.3
app_id,431a0d44,6,224,0.026785714
app_id,46774ea6,6,454,0.013215859
app_id,4804d832,6,74,0.081081081
app_id,48deb23a,6,149,0.040268456
app_id,62e084c5,6,149,0.040268456
app_id,85b28c93,6,659,0.009104704
app_id,88d687c0,6,161,0.037267081
app_id,9cf68584,6,20,0.3
app_id,9d685ae8,6,78,0.076923077
app_id,9f59d8e6,6,20,0.3
app_id,c3230360,6,88,0.068181818
app_id,c9a46cd9,6,40,0.15
app_id,da0a48da,6,34,0.176470588
app_id,f88d5c5b,6,34,0.176470588
app_id,22bdd72e,6,27,0.222222222
app_id,3817bec7,6,35,0.171428571
app_id,3fd3187a,6,288,0.020833333
app_id,50a6d575,6,23,0.260869565
app_id,6.36E+195,6,28,0.214285714
app_id,782708da,6,23,0.260869565
app_id,8e2393eb,6,37,0.162162162
app_id,96cba8a9,6,246,0.024390244
app_id,9a6fd16e,6,124,0.048387097
app_id,ae280cba,6,185,0.032432432
app_id,ae843f2a,6,35,0.171428571
app_id,cccff523,6,41,0.146341463
app_id,ee31973c,6,56,0.107142857
app_id,00f15a2d,6,51,0.117647059
app_id,0f5feb02,6,45,0.133333333
app_id,f74b812d,6,45,0.133333333
app_id,f9e3d7ec,6,53,0.113207547
app_id,5e87e599,5,34,0.147058824
app_id,73c5810f,5,498,0.010040161
app_id,c6be4b67,5,213,0.023474178
app_id,cc03290f,5,34,0.147058824
app_id,1fdd2b84,5,83,0.060240964
app_id,249f2b9e,5,65,0.076923077
app_id,30fd6972,5,138,0.036231884
app_id,381a6863,5,40,0.125
app_id,4b337c54,5,58,0.086206897
app_id,5a457bbc,5,73,0.068493151
app_id,76b29831,5,180,0.027777778
app_id,8bacbbb3,5,20,0.25
app_id,8fb44044,5,76,0.065789474
app_id,aea4184a,5,112,0.044642857
app_id,c94d7b1c,5,37,0.135135135
app_id,dca3178a,5,199,0.025125628
app_id,f7c0b25a,5,54,0.092592593
app_id,18a2dcbd,5,136,0.036764706
app_id,38ccb716,5,179,0.027932961
app_id,57d69fc0,5,26,0.192307692
app_id,8187f84e,5,290,0.017241379
app_id,831ac31d,5,24,0.208333333
app_id,8feb10d4,5,252,0.01984127
app_id,b149d645,5,173,0.028901734
app_id,cbaa19eb,5,22,0.227272727
app_id,c98d88f6,4,39,0.102564103
app_id,1dce1af3,4,19,0.210526316
app_id,22dd6bf3,4,19,0.210526316
app_id,2e239b04,4,116,0.034482759
app_id,30270b79,4,319,0.012539185
app_id,3f94d062,4,282,0.014184397
app_id,8ea37e91,4,19,0.210526316
app_id,94972a26,4,38,0.105263158
app_id,964f245f,4,24,0.166666667
app_id,b33ff587,4,24,0.166666667
app_id,de691c68,4,323,0.012383901
app_id,02d92985,4,73,0.054794521
app_id,055f0a7d,4,20,0.2
app_id,0671d9fe,4,20,0.2
app_id,216d9feb,4,67,0.059701493
app_id,27c865d1,4,26,0.153846154
app_id,2b297853,4,71,0.056338028
app_id,3.88E+08,4,36,0.111111111
app_id,3907e369,4,37,0.108108108
app_id,3c803b92,4,23,0.173913043
app_id,3cb4b07d,4,67,0.059701493
app_id,4.54E+79,4,187,0.021390374
app_id,47e1d3ea,4,441,0.009070295
app_id,4de5f462,4,103,0.038834951
app_id,54139824,4,59,0.06779661
app_id,5.60E+05,4,201,0.019900498
app_id,571354f6,4,74,0.054054054
app_id,5adb10d9,4,526,0.007604563
app_id,66a5f0f3,4,53,0.075471698
app_id,6fff64a7,4,79,0.050632911
app_id,84f2c7b2,4,58,0.068965517
app_id,8bcb1385,4,328,0.012195122
app_id,8d74500a,4,60,0.066666667
app_id,9.94E+10,4,48,0.083333333
app_id,9ba9bd52,4,36,0.111111111
app_id,b0f589ec,4,96,0.041666667
app_id,b9a513bf,4,199,0.020100503
app_id,bb43da14,4,46,0.086956522
app_id,c01f0221,4,54,0.074074074
app_id,c8d7c6c3,4,44,0.090909091
app_id,de77f79f,4,293,0.013651877
app_id,e2365e92,4,20,0.2
app_id,e6719ead,4,23,0.173913043
app_id,ee25f1ed,4,45,0.088888889
app_id,f2f00701,4,106,0.037735849
app_id,f3a5517a,4,95,0.042105263
app_id,f9feaa6f,4,55,0.072727273
app_id,12956c39,4,33,0.121212121
app_id,4192c019,4,30,0.133333333
app_id,501eb75e,4,174,0.022988506
app_id,7c811b98,4,332,0.012048193
app_id,c7fe2fc1,4,165,0.024242424
app_id,ce703ce9,4,33,0.121212121
app_id,3.38E+07,3,149,0.020134228
app_id,5.94E+73,3,23,0.130434783
app_id,5dc1d4de,3,18,0.166666667
app_id,f40b85e9,3,23,0.130434783
app_id,04e2368a,3,106,0.028301887
app_id,0c7ef755,3,55,0.054545455
app_id,221e90fe,3,147,0.020408163
app_id,28e0076b,3,39,0.076923077
app_id,28f05a44,3,183,0.016393443
app_id,2e7332e6,3,19,0.157894737
app_id,3111a39b,3,53,0.056603774
app_id,32556a5f,3,112,0.026785714
app_id,40dde43d,3,58,0.051724138
app_id,41d703ea,3,232,0.012931034
app_id,4d671891,3,19,0.157894737
app_id,54338637,3,29,0.103448276
app_id,56338982,3,41,0.073170732
app_id,5ccd2b0a,3,60,0.05
app_id,5d570241,3,42,0.071428571
app_id,65a1a0c4,3,37,0.081081081
app_id,6f7fce01,3,73,0.04109589
app_id,77300e8f,3,27,0.111111111
app_id,7ea7d18e,3,46,0.065217391
app_id,80eb2619,3,38,0.078947368
app_id,8a951584,3,144,0.020833333
app_id,8cb0edda,3,118,0.025423729
app_id,8cdc9c24,3,123,0.024390244
app_id,940dab28,3,25,0.12
app_id,970698bd,3,65,0.046153846
app_id,9c93c960,3,40,0.075
app_id,9dc9ef8e,3,29,0.103448276
app_id,a7bae86c,3,30,0.1
app_id,add27ef3,3,189,0.015873016
app_id,aeb85871,3,19,0.157894737
app_id,b3763f07,3,24,0.125
app_id,b8e6f58a,3,39,0.076923077
app_id,da6589d9,3,46,0.065217391
app_id,da7390fc,3,527,0.0056926
